id_paczki,data_dostawy,gabaryt,wysokosc_cm,szerokosc_cm,dlugosc_cm,waga_kg,miasto_docelowe,id_paczkomatu
SZP-050600358,2026-05-06,A,5,34,14,0.9,Szprotawa,SZP-02
ZGN-050600359,2026-05-06,B,9,28,13,1.3,Żagań,ZGN-02
ZG-050600360,2026-05-06,A,5,23,41,0.4,Zielona Góra,ZG-38
ZAR-050600361,2026-05-06,A,4,36,27,0.5,Żary,ZAR-10
NS-050600362,2026-05-06,A,3,2,9,2.6,Nowa Sól,NS-17
NB-050600363,2026-05-06,A,5,4,20,0.5,Nowogród Bobrzański,NB-05
ZG-050600364,2026-05-06,A,1,10,6,1.2,Zielona Góra,ZG-31
NB-050600365,2026-05-06,A,7,24,38,1.0,Nowogród Bobrzański,NB-03
NS-050600366,2026-05-06,A,1,30,59,1.9,Nowa Sól,NS-20
ZG-050600367,2026-05-06,A,3,13,37,0.5,Zielona Góra,ZG-32
SZP-050600368,2026-05-06,B,18,15,55,4.5,Szprotawa,SZP-03
SZP-050600369,2026-05-06,B,15,3,64,7.2,Szprotawa,SZP-03
ZG-050600370,2026-05-06,B,10,6,42,10.0,Zielona Góra,ZG-34
NB-050600371,2026-05-06,B,14,9,60,3.5,Nowogród Bobrzański,NB-04
ZAR-050600372,2026-05-06,A,3,21,52,2.1,Żary,ZAR-11
ZG-050600373,2026-05-06,A,4,6,41,0.1,Zielona Góra,ZG-40
NS-050600374,2026-05-06,A,7,24,53,0.6,Nowa Sól,NS-20
ZG-050600375,2026-05-06,A,5,27,30,1.1,Zielona Góra,ZG-38
ZG-050600376,2026-05-06,A,6,33,17,0.2,Zielona Góra,ZG-06
ZG-050600377,2026-05-06,A,8,17,44,1.1,Zielona Góra,ZG-03
ZG-050600378,2026-05-06,A,2,24,51,1.6,Zielona Góra,ZG-13
ZAR-050600379,2026-05-06,B,10,38,48,7.0,Żary,ZAR-07
ZGN-050600380,2026-05-06,C,37,35,1,5.4,Żagań,ZGN-02
NS-050600381,2026-05-06,A,3,19,56,0.7,Nowa Sól,NS-20
ZG-050600382,2026-05-06,B,18,14,55,8.8,Zielona Góra,ZG-07
ZAR-050600383,2026-05-06,B,13,12,2,1.9,Żary,ZAR-03
ZG-050600384,2026-05-06,A,5,18,11,0.6,Zielona Góra,ZG-04
ZG-050600385,2026-05-06,C,22,16,53,8.8,Zielona Góra,ZG-37
ZG-050600386,2026-05-06,A,8,21,15,0.7,Zielona Góra,ZG-18
ZG-050600387,2026-05-06,C,41,3,10,7.8,Zielona Góra,ZG-05
SZP-050600388,2026-05-06,B,11,28,13,3.3,Szprotawa,SZP-02
ZG-050600389,2026-05-06,B,17,35,48,1.0,Zielona Góra,ZG-15
ZGN-050600390,2026-05-06,A,8,12,16,0.8,Żagań,ZGN-08
ZG-050600391,2026-05-06,A,2,21,49,0.5,Zielona Góra,ZG-08
ZAR-050600392,2026-05-06,A,4,14,23,2.4,Żary,ZAR-08
ZG-050600393,2026-05-06,A,7,34,64,0.4,Zielona Góra,ZG-36
ZG-050600394,2026-05-06,B,16,23,3,4.9,Zielona Góra,ZG-36
ZGN-050600395,2026-05-06,B,17,1,3,8.9,Żagań,ZGN-06
ZG-050600396,2026-05-06,B,11,32,15,3.1,Zielona Góra,ZG-18
ZG-050600397,2026-05-06,A,2,6,43,0.2,Zielona Góra,ZG-20
ZG-050600398,2026-05-06,A,8,21,56,1.8,Zielona Góra,ZG-30
ZGN-050600399,2026-05-06,B,12,23,13,3.2,Żagań,ZGN-02
NB-050600400,2026-05-06,B,17,17,64,2.7,Nowogród Bobrzański,NB-05
ZG-050600401,2026-05-06,B,17,31,57,4.0,Zielona Góra,ZG-04
ZG-050600402,2026-05-06,A,2,14,42,1.5,Zielona Góra,ZG-22
ZAR-050600403,2026-05-06,A,6,15,37,0.2,Żary,ZAR-06
ZGN-050600404,2026-05-06,A,4,30,14,0.1,Żagań,ZGN-05
ZGN-050600405,2026-05-06,B,18,18,5,9.9,Żagań,ZGN-07
ZG-050600406,2026-05-06,B,13,30,41,4.3,Zielona Góra,ZG-16
ZG-050600407,2026-05-06,A,2,28,12,1.7,Zielona Góra,ZG-20
ZAR-050600408,2026-05-06,C,20,5,28,5.1,Żary,ZAR-09
NB-050600409,2026-05-06,A,2,20,34,1.7,Nowogród Bobrzański,NB-05
ZAR-050600410,2026-05-06,A,6,21,15,1.2,Żary,ZAR-09
ZG-050600411,2026-05-06,B,15,14,29,2.8,Zielona Góra,ZG-12
ZG-050600412,2026-05-06,B,15,10,53,6.8,Zielona Góra,ZG-08
ZG-050600413,2026-05-06,B,19,1,14,1.3,Zielona Góra,ZG-38
ZG-050600414,2026-05-06,B,10,30,45,6.0,Zielona Góra,ZG-05
ZG-050600415,2026-05-06,B,19,32,19,6.1,Zielona Góra,ZG-19
ZG-050600416,2026-05-06,B,12,20,59,1.2,Zielona Góra,ZG-03
ZAR-050600417,2026-05-06,A,2,38,18,0.7,Żary,ZAR-03
ZG-050600418,2026-05-06,B,9,29,48,9.8,Zielona Góra,ZG-25
ZG-050600419,2026-05-06,B,17,23,3,1.7,Zielona Góra,ZG-27
NS-050600420,2026-05-06,B,15,20,26,3.5,Nowa Sól,NS-01
NS-050600421,2026-05-06,B,10,36,35,3.0,Nowa Sól,NS-13
ZG-050600422,2026-05-06,B,13,28,60,4.9,Zielona Góra,ZG-36
ZAR-050600423,2026-05-06,A,5,30,45,2.3,Żary,ZAR-11
ZG-050600424,2026-05-06,A,3,11,22,0.7,Zielona Góra,ZG-26
ZG-050600425,2026-05-06,A,8,28,42,1.0,Zielona Góra,ZG-07
NB-050600426,2026-05-06,B,16,5,10,1.4,Nowogród Bobrzański,NB-03
NS-050600427,2026-05-06,C,21,24,11,7.7,Nowa Sól,NS-01
ZG-050600428,2026-05-06,A,1,35,33,1.3,Zielona Góra,ZG-10
ZAR-050600429,2026-05-06,B,14,18,11,9.8,Żary,ZAR-05
ZG-050600430,2026-05-06,B,14,34,4,1.5,Zielona Góra,ZG-02
KOZ-050600431,2026-05-06,A,5,35,49,0.4,Kożuchów,KOZ-02
ZG-050600432,2026-05-06,A,1,26,62,0.5,Zielona Góra,ZG-37
ZG-050600433,2026-05-06,C,29,21,1,1.8,Zielona Góra,ZG-27
SZP-050600434,2026-05-06,B,14,8,64,5.4,Szprotawa,SZP-04
ZAR-050600435,2026-05-06,A,3,22,7,1.3,Żary,ZAR-15
ZAR-050600436,2026-05-06,A,7,31,8,4.6,Żary,ZAR-03
ZG-050600437,2026-05-06,A,4,34,51,0.5,Zielona Góra,ZG-33
ZAR-050600438,2026-05-06,A,6,4,47,1.1,Żary,ZAR-03
ZG-050600439,2026-05-06,B,10,13,46,5.4,Zielona Góra,ZG-22
ZAR-050600440,2026-05-06,A,6,28,16,0.8,Żary,ZAR-04
NS-050600441,2026-05-06,B,13,15,46,1.2,Nowa Sól,NS-06
ZG-050600442,2026-05-06,A,2,29,51,0.9,Zielona Góra,ZG-26
ZG-050600443,2026-05-06,C,34,20,12,8.5,Zielona Góra,ZG-32
ZG-050600444,2026-05-06,B,12,33,40,4.1,Zielona Góra,ZG-02
ZGN-050600445,2026-05-06,B,19,38,50,5.2,Żagań,ZGN-05
NS-050600446,2026-05-06,C,33,18,51,8.4,Nowa Sól,NS-05
ZG-050600447,2026-05-06,B,13,16,40,6.8,Zielona Góra,ZG-33
NS-050600448,2026-05-06,B,11,21,2,3.9,Nowa Sól,NS-16
ZG-050600449,2026-05-06,B,14,37,20,6.8,Zielona Góra,ZG-36
SZP-050600450,2026-05-06,C,35,35,4,3.2,Szprotawa,SZP-01
ZG-050600451,2026-05-06,A,1,1,62,1.2,Zielona Góra,ZG-15
ZG-050600452,2026-05-06,C,36,19,57,9.6,Zielona Góra,ZG-18
ZG-050600453,2026-05-06,C,25,22,50,9.8,Zielona Góra,ZG-39
ZG-050600454,2026-05-06,C,31,4,13,9.8,Zielona Góra,ZG-34
ZG-050600455,2026-05-06,B,12,35,7,2.7,Zielona Góra,ZG-30
NB-050600456,2026-05-06,B,15,28,34,7.4,Nowogród Bobrzański,NB-02
ZG-050600457,2026-05-06,C,40,5,19,6.7,Zielona Góra,ZG-26
ZG-050600458,2026-05-06,A,6,22,11,1.0,Zielona Góra,ZG-16
ZG-050600459,2026-05-06,A,2,20,63,3.0,Zielona Góra,ZG-37
ZG-050600460,2026-05-06,B,9,17,64,4.6,Zielona Góra,ZG-33
ZG-050600461,2026-05-06,C,40,5,7,9.6,Zielona Góra,ZG-10
ZAR-050600462,2026-05-06,B,13,29,42,4.2,Żary,ZAR-04
ZG-050600463,2026-05-06,A,8,8,35,0.6,Zielona Góra,ZG-03
ZG-050600464,2026-05-06,B,15,4,63,3.4,Zielona Góra,ZG-26
ZG-050600465,2026-05-06,A,7,34,4,1.6,Zielona Góra,ZG-25
NS-050600466,2026-05-06,A,4,10,49,0.5,Nowa Sól,NS-16
ZAR-050600467,2026-05-06,B,13,31,32,6.6,Żary,ZAR-08
ZAR-050600468,2026-05-06,B,14,7,37,6.1,Żary,ZAR-02
ZG-050600469,2026-05-06,B,10,31,13,2.8,Zielona Góra,ZG-08
ZAR-050600470,2026-05-06,A,7,6,23,1.9,Żary,ZAR-02
ZG-050600471,2026-05-06,C,29,36,58,3.7,Zielona Góra,ZG-17
ZAR-050600472,2026-05-06,C,25,13,25,9.9,Żary,ZAR-10
ZG-050600473,2026-05-06,C,40,12,50,4.0,Zielona Góra,ZG-32
ZG-050600474,2026-05-06,A,4,37,52,1.9,Zielona Góra,ZG-29
ZG-050600475,2026-05-06,A,1,3,24,2.3,Zielona Góra,ZG-21
ZG-050600476,2026-05-06,B,16,36,2,4.0,Zielona Góra,ZG-34
ZAR-050600477,2026-05-06,A,4,13,42,1.3,Żary,ZAR-10
ZG-050600478,2026-05-06,B,17,4,46,3.2,Zielona Góra,ZG-20
ZAR-050600479,2026-05-06,A,4,30,34,1.3,Żary,ZAR-05
ZG-050600480,2026-05-06,B,10,36,29,3.1,Zielona Góra,ZG-39
ZG-050600481,2026-05-06,A,6,36,28,0.9,Zielona Góra,ZG-14
ZGN-050600482,2026-05-06,B,19,27,2,2.1,Żagań,ZGN-03
ZAR-050600483,2026-05-06,A,3,25,12,1.3,Żary,ZAR-07
NS-050600484,2026-05-06,A,5,36,17,1.2,Nowa Sól,NS-02
ZAR-050600485,2026-05-06,B,18,8,13,7.9,Żary,ZAR-06
ZAR-050600486,2026-05-06,B,18,21,52,2.9,Żary,ZAR-11
ZG-050600487,2026-05-06,B,13,18,62,9.4,Zielona Góra,ZG-18
ZG-050600488,2026-05-06,C,36,26,64,9.3,Zielona Góra,ZG-14
ZG-050600489,2026-05-06,A,6,33,43,1.5,Zielona Góra,ZG-30
ZG-050600490,2026-05-06,A,4,23,57,1.5,Zielona Góra,ZG-11
ZG-050600491,2026-05-06,C,36,4,28,7.0,Zielona Góra,ZG-35
ZG-050600492,2026-05-06,A,5,38,7,0.3,Zielona Góra,ZG-26
ZG-050600493,2026-05-06,A,5,3,32,0.6,Zielona Góra,ZG-39
ZG-050600494,2026-05-06,C,35,32,25,8.5,Zielona Góra,ZG-40
NS-050600495,2026-05-06,A,6,6,62,1.4,Nowa Sól,NS-19
NS-050600496,2026-05-06,C,31,29,17,3.9,Nowa Sól,NS-02
ZG-050600497,2026-05-06,A,8,24,13,2.9,Zielona Góra,ZG-05
SZP-050600498,2026-05-06,B,16,33,29,7.3,Szprotawa,SZP-04
ZG-050600499,2026-05-06,B,17,36,20,2.9,Zielona Góra,ZG-06
ZG-050600500,2026-05-06,A,6,37,12,3.6,Zielona Góra,ZG-40
ZG-050600501,2026-05-06,A,1,37,27,1.4,Zielona Góra,ZG-37
ZG-050600502,2026-05-06,A,6,10,19,1.3,Zielona Góra,ZG-24
ZG-050600503,2026-05-06,B,11,34,29,2.1,Zielona Góra,ZG-10
ZGN-050600504,2026-05-06,B,17,14,16,8.6,Żagań,ZGN-03
KOZ-050600505,2026-05-06,B,18,28,1,6.8,Kożuchów,KOZ-02
NS-050600506,2026-05-06,A,4,30,21,1.4,Nowa Sól,NS-12
NB-050600507,2026-05-06,B,12,31,29,3.7,Nowogród Bobrzański,NB-02
ZAR-050600508,2026-05-06,B,10,30,30,3.3,Żary,ZAR-04
SZP-050600509,2026-05-06,A,6,19,19,2.7,Szprotawa,SZP-03
ZG-050600510,2026-05-06,B,10,38,7,8.2,Zielona Góra,ZG-19
ZG-050600511,2026-05-06,A,3,10,30,2.0,Zielona Góra,ZG-27
SZP-050600512,2026-05-06,A,4,33,49,2.1,Szprotawa,SZP-02
ZAR-050600513,2026-05-06,A,7,1,56,0.3,Żary,ZAR-08
ZAR-050600514,2026-05-06,A,8,3,26,2.3,Żary,ZAR-03
ZG-050600515,2026-05-06,A,1,18,34,1.9,Zielona Góra,ZG-25
ZG-050600516,2026-05-06,B,9,13,7,4.1,Zielona Góra,ZG-27
ZG-050600517,2026-05-06,A,8,6,29,2.0,Zielona Góra,ZG-32
SZP-050600518,2026-05-06,A,8,16,13,2.1,Szprotawa,SZP-03
ZG-050600519,2026-05-06,B,15,3,18,2.1,Zielona Góra,ZG-33
ZG-050600520,2026-05-06,A,3,5,17,0.5,Zielona Góra,ZG-04
ZGN-050600521,2026-05-06,A,7,30,16,1.8,Żagań,ZGN-06
ZGN-050600522,2026-05-06,B,12,2,38,2.9,Żagań,ZGN-08
ZG-050600523,2026-05-06,C,40,4,40,5.2,Zielona Góra,ZG-24
ZGN-050600524,2026-05-06,B,19,18,18,5.9,Żagań,ZGN-07
ZG-050600525,2026-05-06,A,7,3,59,3.6,Zielona Góra,ZG-18
ZGN-050600526,2026-05-06,A,1,10,45,1.0,Żagań,ZGN-07
NS-050600527,2026-05-06,A,2,12,57,0.2,Nowa Sól,NS-04
ZGN-050600528,2026-05-06,A,2,32,51,0.9,Żagań,ZGN-01
SZP-050600529,2026-05-06,A,2,35,57,1.9,Szprotawa,SZP-01
ZG-050600530,2026-05-06,B,14,6,55,2.5,Zielona Góra,ZG-26
ZG-050600531,2026-05-06,C,35,32,35,9.8,Zielona Góra,ZG-32
ZG-050600532,2026-05-06,B,18,34,43,6.9,Zielona Góra,ZG-08
NS-050600533,2026-05-06,A,7,32,29,1.0,Nowa Sól,NS-09
ZG-050600534,2026-05-06,B,17,23,33,2.5,Zielona Góra,ZG-32
ZG-050600535,2026-05-06,B,14,15,4,6.5,Zielona Góra,ZG-06
ZAR-050600536,2026-05-06,A,2,18,7,1.0,Żary,ZAR-08
NS-050600537,2026-05-06,B,18,12,50,7.6,Nowa Sól,NS-08
NS-050600538,2026-05-06,B,15,5,57,5.2,Nowa Sól,NS-09
ZAR-050600539,2026-05-06,C,21,26,3,7.3,Żary,ZAR-09
ZG-050600540,2026-05-06,C,24,10,6,9.8,Zielona Góra,ZG-27
ZG-050600541,2026-05-06,A,3,24,61,1.8,Zielona Góra,ZG-22
ZGN-050600542,2026-05-06,B,12,37,49,4.1,Żagań,ZGN-01
ZG-050600543,2026-05-06,A,7,17,2,0.3,Zielona Góra,ZG-22
NS-050600544,2026-05-06,C,21,1,6,8.8,Nowa Sól,NS-06
SZP-050600545,2026-05-06,B,12,9,4,7.0,Szprotawa,SZP-03
NS-050600546,2026-05-06,B,17,20,43,5.8,Nowa Sól,NS-11
ZG-050600547,2026-05-06,A,5,1,12,1.5,Zielona Góra,ZG-36
ZG-050600548,2026-05-06,C,36,32,37,8.5,Zielona Góra,ZG-35
ZG-050600549,2026-05-06,A,3,37,3,1.4,Zielona Góra,ZG-29
SZP-050600550,2026-05-06,A,2,18,10,1.4,Szprotawa,SZP-01
KOZ-050600551,2026-05-06,A,3,32,47,0.6,Kożuchów,KOZ-01
ZG-050600552,2026-05-06,B,18,29,63,6.2,Zielona Góra,ZG-35
ZG-050600553,2026-05-06,A,2,33,9,2.6,Zielona Góra,ZG-11
ZG-050600554,2026-05-06,A,1,20,43,2.9,Zielona Góra,ZG-02
ZGN-050600555,2026-05-06,B,15,16,39,6.0,Żagań,ZGN-04
ZGN-050600556,2026-05-06,B,18,3,28,1.4,Żagań,ZGN-07
ZG-050600557,2026-05-06,A,2,29,1,1.3,Zielona Góra,ZG-27
NS-050600558,2026-05-06,A,5,33,5,1.6,Nowa Sól,NS-20
ZGN-050600559,2026-05-06,C,32,33,9,4.3,Żagań,ZGN-10
ZG-050600560,2026-05-06,A,8,22,47,2.2,Zielona Góra,ZG-03
ZG-050600561,2026-05-06,A,1,19,44,1.0,Zielona Góra,ZG-33
NS-050600562,2026-05-06,C,32,1,29,3.5,Nowa Sól,NS-01
ZG-050600563,2026-05-06,B,18,33,27,4.8,Zielona Góra,ZG-08
ZGN-050600564,2026-05-06,B,15,31,36,1.5,Żagań,ZGN-07
ZG-050600565,2026-05-06,B,16,12,3,9.2,Zielona Góra,ZG-05
ZG-050600566,2026-05-06,A,7,35,15,0.1,Zielona Góra,ZG-08
SZP-050600567,2026-05-06,B,15,4,38,7.6,Szprotawa,SZP-02
ZG-050600568,2026-05-06,A,2,6,39,1.8,Zielona Góra,ZG-01
ZG-050600569,2026-05-06,B,10,21,5,5.8,Zielona Góra,ZG-13
ZGN-050600570,2026-05-06,A,7,12,19,2.7,Żagań,ZGN-02
ZG-050600571,2026-05-06,B,14,1,27,4.0,Zielona Góra,ZG-28
ZGN-050600572,2026-05-06,B,14,21,41,5.2,Żagań,ZGN-02
NS-050600573,2026-05-06,B,12,35,61,2.8,Nowa Sól,NS-09
ZG-050600574,2026-05-06,B,18,10,33,3.0,Zielona Góra,ZG-10
ZG-050600575,2026-05-06,B,12,19,35,5.9,Zielona Góra,ZG-17
NS-050600576,2026-05-06,C,22,2,33,7.5,Nowa Sól,NS-02
SZP-050600577,2026-05-06,A,1,3,10,0.7,Szprotawa,SZP-03
ZG-050600578,2026-05-06,A,2,18,19,1.2,Zielona Góra,ZG-06
ZGN-050600579,2026-05-06,B,10,15,9,6.3,Żagań,ZGN-05
ZG-050600580,2026-05-06,B,16,25,19,3.4,Zielona Góra,ZG-05
ZG-050600581,2026-05-06,C,29,36,15,5.7,Zielona Góra,ZG-08
ZG-050600582,2026-05-06,C,35,32,60,4.7,Zielona Góra,ZG-35
ZG-050600583,2026-05-06,C,31,18,50,8.6,Zielona Góra,ZG-11
ZAR-050600584,2026-05-06,A,7,7,49,0.7,Żary,ZAR-02
ZGN-050600585,2026-05-06,B,14,8,48,5.5,Żagań,ZGN-08
ZG-050600586,2026-05-06,B,9,24,37,5.6,Zielona Góra,ZG-06
ZG-050600587,2026-05-06,B,16,30,37,5.7,Zielona Góra,ZG-15
ZAR-050600588,2026-05-06,A,5,16,33,0.9,Żary,ZAR-14
ZG-050600589,2026-05-06,C,38,35,3,5.7,Zielona Góra,ZG-21
ZAR-050600590,2026-05-06,B,15,34,43,2.2,Żary,ZAR-01
ZG-050600591,2026-05-06,A,3,4,40,0.3,Zielona Góra,ZG-25
ZG-050600592,2026-05-06,B,19,26,54,7.9,Zielona Góra,ZG-31
SZP-050600593,2026-05-06,B,15,37,11,5.3,Szprotawa,SZP-01
ZG-050600594,2026-05-06,B,14,38,1,5.9,Zielona Góra,ZG-04
ZG-050600595,2026-05-06,A,3,1,12,1.5,Zielona Góra,ZG-07
NS-050600596,2026-05-06,C,33,11,47,9.8,Nowa Sól,NS-16
ZAR-050600597,2026-05-06,B,11,2,2,2.1,Żary,ZAR-03
SZP-050600598,2026-05-06,B,18,20,22,3.6,Szprotawa,SZP-04
NS-050600599,2026-05-06,A,3,23,20,1.5,Nowa Sól,NS-09
ZG-050600600,2026-05-06,C,41,22,31,7.7,Zielona Góra,ZG-12
NS-050600601,2026-05-06,A,4,7,24,1.7,Nowa Sól,NS-17
ZGN-050600602,2026-05-06,A,6,35,25,0.2,Żagań,ZGN-03
ZG-050600603,2026-05-06,A,1,31,32,0.7,Zielona Góra,ZG-34
ZG-050600604,2026-05-06,A,7,36,57,0.4,Zielona Góra,ZG-18
ZG-050600605,2026-05-06,A,5,18,22,1.6,Zielona Góra,ZG-06
ZG-050600606,2026-05-06,B,9,10,19,9.6,Zielona Góra,ZG-27
ZG-050600607,2026-05-06,B,10,33,53,2.0,Zielona Góra,ZG-10
NS-050600608,2026-05-06,A,7,5,28,0.6,Nowa Sól,NS-10
ZG-050600609,2026-05-06,C,22,31,43,5.7,Zielona Góra,ZG-22
ZG-050600610,2026-05-06,C,36,9,6,8.5,Zielona Góra,ZG-14
ZGN-050600611,2026-05-06,B,10,36,27,2.5,Żagań,ZGN-09
NS-050600612,2026-05-06,C,32,29,60,7.7,Nowa Sól,NS-12
SZP-050600613,2026-05-06,A,1,25,43,0.8,Szprotawa,SZP-04
ZG-050600614,2026-05-06,B,16,25,7,6.3,Zielona Góra,ZG-01
ZG-050600615,2026-05-06,A,4,24,18,1.4,Zielona Góra,ZG-39
NS-050600616,2026-05-06,A,5,35,45,0.3,Nowa Sól,NS-20
ZG-050600617,2026-05-06,B,19,32,19,3.7,Zielona Góra,ZG-12
ZG-050600618,2026-05-06,A,6,37,33,0.9,Zielona Góra,ZG-30
ZG-050600619,2026-05-06,A,3,4,22,1.2,Zielona Góra,ZG-26
SZP-050600620,2026-05-06,A,4,11,28,0.5,Szprotawa,SZP-03
ZAR-050600621,2026-05-06,B,17,13,59,5.7,Żary,ZAR-05
ZG-050600622,2026-05-06,C,30,20,61,4.4,Zielona Góra,ZG-38
ZG-050600623,2026-05-06,C,23,20,60,9.2,Zielona Góra,ZG-29
ZAR-050600624,2026-05-06,A,2,38,60,0.6,Żary,ZAR-09
ZG-050600625,2026-05-06,B,13,10,44,4.4,Zielona Góra,ZG-16
KOZ-050600626,2026-05-06,A,3,33,26,3.6,Kożuchów,KOZ-02
ZG-050600627,2026-05-06,B,13,30,56,1.8,Zielona Góra,ZG-15
ZG-050600628,2026-05-06,C,37,11,35,4.0,Zielona Góra,ZG-04
ZG-050600629,2026-05-06,A,2,15,7,0.3,Zielona Góra,ZG-21
ZG-050600630,2026-05-06,A,8,7,44,0.4,Zielona Góra,ZG-38
NB-050600631,2026-05-06,A,8,30,9,0.1,Nowogród Bobrzański,NB-01
KOZ-050600632,2026-05-06,C,30,2,18,8.4,Kożuchów,KOZ-01
ZAR-050600633,2026-05-06,B,9,15,48,3.0,Żary,ZAR-14
ZG-050600634,2026-05-06,A,5,22,27,2.1,Zielona Góra,ZG-26
NS-050600635,2026-05-06,A,4,19,51,0.8,Nowa Sól,NS-02
ZAR-050600636,2026-05-06,A,4,15,61,0.3,Żary,ZAR-09
ZG-050600637,2026-05-06,C,23,15,48,9.9,Zielona Góra,ZG-32
NS-050600638,2026-05-06,B,13,26,10,3.0,Nowa Sól,NS-13
ZG-050600639,2026-05-06,A,3,30,29,1.1,Zielona Góra,ZG-31
ZG-050600640,2026-05-06,C,39,19,42,6.8,Zielona Góra,ZG-17
KOZ-050600641,2026-05-06,C,36,13,31,6.1,Kożuchów,KOZ-02
NS-050600642,2026-05-06,A,7,16,12,1.0,Nowa Sól,NS-17
ZG-050600643,2026-05-06,A,2,14,47,0.7,Zielona Góra,ZG-35
ZG-050600644,2026-05-06,A,6,9,51,1.6,Zielona Góra,ZG-10
ZG-050600645,2026-05-06,A,2,24,5,1.4,Zielona Góra,ZG-35
ZG-050600646,2026-05-06,B,9,32,58,7.6,Zielona Góra,ZG-34
ZG-050600647,2026-05-06,C,33,6,17,9.3,Zielona Góra,ZG-18
ZG-050600648,2026-05-06,B,13,29,20,3.8,Zielona Góra,ZG-38
ZG-050600649,2026-05-06,A,5,30,15,0.2,Zielona Góra,ZG-01
ZG-050600650,2026-05-06,B,13,20,52,3.9,Zielona Góra,ZG-06
ZG-050600651,2026-05-06,A,5,14,51,0.2,Zielona Góra,ZG-20
ZG-050600652,2026-05-06,A,1,21,19,1.0,Zielona Góra,ZG-32
NS-050600653,2026-05-06,A,6,24,6,1.7,Nowa Sól,NS-18
NS-050600654,2026-05-06,A,5,9,22,1.5,Nowa Sól,NS-14
ZG-050600655,2026-05-06,A,5,18,4,0.1,Zielona Góra,ZG-01
NS-050600656,2026-05-06,B,10,10,13,3.9,Nowa Sól,NS-07
ZG-050600657,2026-05-06,A,1,30,7,0.3,Zielona Góra,ZG-38
ZG-050600658,2026-05-06,B,17,29,37,1.7,Zielona Góra,ZG-06
ZG-050600659,2026-05-06,A,3,32,42,0.5,Zielona Góra,ZG-26
ZG-050600660,2026-05-06,A,7,3,46,0.5,Zielona Góra,ZG-34
ZG-050600661,2026-05-06,B,11,38,55,4.3,Zielona Góra,ZG-39
ZAR-050600662,2026-05-06,A,6,27,31,2.0,Żary,ZAR-02
NS-050600663,2026-05-06,B,17,33,28,3.8,Nowa Sól,NS-15
ZG-050600664,2026-05-06,A,1,8,5,1.6,Zielona Góra,ZG-25
ZG-050600665,2026-05-06,A,8,17,42,0.6,Zielona Góra,ZG-08
ZG-050600666,2026-05-06,B,16,14,31,4.6,Zielona Góra,ZG-23
ZAR-050600667,2026-05-06,A,8,5,28,1.1,Żary,ZAR-15
NS-050600668,2026-05-06,A,5,8,47,1.7,Nowa Sól,NS-16
ZAR-050600669,2026-05-06,C,26,15,54,4.3,Żary,ZAR-06
ZGN-050600670,2026-05-06,A,6,12,3,0.8,Żagań,ZGN-10
ZG-050600671,2026-05-06,A,4,37,36,3.8,Zielona Góra,ZG-07
ZG-050600672,2026-05-06,A,5,9,24,0.7,Zielona Góra,ZG-31
ZG-050600673,2026-05-06,A,8,5,12,1.0,Zielona Góra,ZG-40
ZG-050600674,2026-05-06,A,4,9,9,0.8,Zielona Góra,ZG-37
ZG-050600675,2026-05-06,B,17,5,48,4.5,Zielona Góra,ZG-31
SZP-050600676,2026-05-06,B,14,34,59,10.0,Szprotawa,SZP-04
ZG-050600677,2026-05-06,B,14,36,35,3.3,Zielona Góra,ZG-32
ZAR-050600678,2026-05-06,C,23,35,55,4.0,Żary,ZAR-05
ZG-050600679,2026-05-06,A,6,6,31,0.6,Zielona Góra,ZG-25
NB-050600680,2026-05-06,A,5,7,4,0.1,Nowogród Bobrzański,NB-02
ZG-050600681,2026-05-06,C,31,33,42,4.4,Zielona Góra,ZG-02
ZAR-050600682,2026-05-06,A,8,35,2,3.7,Żary,ZAR-03
ZG-050600683,2026-05-06,A,2,3,6,0.1,Zielona Góra,ZG-34
SZP-050600684,2026-05-06,A,8,3,25,1.2,Szprotawa,SZP-03
ZAR-050600685,2026-05-06,A,7,37,55,3.0,Żary,ZAR-08
SZP-050600686,2026-05-06,B,11,11,55,7.0,Szprotawa,SZP-03
ZAR-050600687,2026-05-06,B,11,20,1,4.8,Żary,ZAR-05
NS-050600688,2026-05-06,A,2,11,44,0.7,Nowa Sól,NS-20
ZG-050600689,2026-05-06,B,19,28,49,2.8,Zielona Góra,ZG-33
ZG-050600690,2026-05-06,C,36,29,39,8.3,Zielona Góra,ZG-24
ZG-050600691,2026-05-06,A,5,15,54,1.5,Zielona Góra,ZG-03
ZG-050600692,2026-05-06,A,8,12,23,0.3,Zielona Góra,ZG-22
ZG-050600693,2026-05-06,B,12,16,56,5.2,Zielona Góra,ZG-14
ZGN-050600694,2026-05-06,B,13,11,61,1.0,Żagań,ZGN-05
NS-050600695,2026-05-06,A,3,8,37,2.5,Nowa Sól,NS-04
ZAR-050600696,2026-05-06,B,18,13,49,2.6,Żary,ZAR-01
ZG-050600697,2026-05-06,B,10,19,34,2.0,Zielona Góra,ZG-31
NS-050600698,2026-05-06,B,15,8,59,6.2,Nowa Sól,NS-13
ZG-050600699,2026-05-06,A,4,4,62,0.9,Zielona Góra,ZG-27
ZAR-050600700,2026-05-06,A,1,26,7,1.7,Żary,ZAR-10
ZG-050600701,2026-05-06,C,41,29,3,6.0,Zielona Góra,ZG-23
